ID,パーツタイプ,名称,価格,在庫状態,URL
2764,motherboard,ASRock  B760 Pro RS WiFi White (B760 1700 ATX) ドスパラ限定モデル,"¥16,980",unknown,https://www.dospara.co.jp/SBR1798/IC507842.html
2766,motherboard,ASRock  B850M Rock WiFi (B850 AM5 MicroATX),"¥16,980",unknown,https://www.dospara.co.jp/SBR1739/IC586294.html
2733,motherboard,GIGABYTE  B760M AORUS ELITE WIFI6E DDR4 GEN5 (B760 1700 MicroATX),"¥16,980",unknown,https://www.dospara.co.jp/SBR1798/IC583469.html
2731,motherboard,ASRock  B650M Pro RS WiFi (B650 AM5 MicroATX) ドスパラ限定モデル,"¥17,980",unknown,https://www.dospara.co.jp/SBR1739/IC496475.html
2736,motherboard,MSI  B760M GAMING PLUS WIFI DDR4 (B760 1700 MicroATX),"¥17,980",unknown,https://www.dospara.co.jp/SBR1798/IC600241.html
2732,motherboard,ASRock  B850M Pro RS WiFi White (B850 AM5 MicroATX) ドスパラ限定モデル,"¥18,980",unknown,https://www.dospara.co.jp/SBR1739/IC529289.html
2571,motherboard,ASRock  B850 Challenger WiFi (B850 AM5 ATX) ドスパラ限定モデル,"¥19,800",unknown,https://www.dospara.co.jp/SBR1739/IC541467.html
2572,motherboard,ASUS  TUF GAMING B650E-E WIFI (B650E AM5 ATX) ドスパラ限定モデル,"¥19,800",unknown,https://www.dospara.co.jp/SBR1739/IC529695.html
2750,motherboard,GIGABYTE  B850M FORCE WF6E V2 (B850 AM5 MicroATX) ドスパラ限定モデル,"¥19,800",unknown,https://www.dospara.co.jp/SBR1739/IC589403.html
2714,motherboard,ASUS  B850M MAX GAMING WIFI (B850 AM5 MicroATX) ドスパラ限定モデル,"¥19,980",unknown,https://www.dospara.co.jp/SBR1739/IC548693.html
2771,motherboard,GIGABYTE  B850 EAGLE WIFI6E (B850 AM5 ATX),"¥20,376",unknown,https://www.dospara.co.jp/SBR1739/IC583468.html
2751,motherboard,GIGABYTE  B850M EAGLE WF6E ICE (B850 AM5 MicroATX),"¥20,606",unknown,https://www.dospara.co.jp/SBR1739/IC572133.html
2774,motherboard,ASRock  B850M Pro RS WiFi (B850 AM5 MicroATX),"¥20,720",unknown,https://www.dospara.co.jp/SBR1739/IC517983.html
2776,motherboard,ASUS  PRIME B860M-A WIFI-CSM (B860 1851 MicroATX),"¥20,800",unknown,https://www.dospara.co.jp/SBR1880/IC517889.html
2720,motherboard,ASRock  B850 Challenger WiFi White (B850 AM5 ATX) ドスパラ限定モデル,"¥20,980",unknown,https://www.dospara.co.jp/SBR1739/IC541468.html
2739,motherboard,ASUS  TUF GAMING B650EM-PLUS WIFI (B650 AM5 MicroATX),"¥22,800",unknown,https://www.dospara.co.jp/SBR1739/IC554077.html
2763,motherboard,ASUS  TUF GAMING B550M-PLUS (B550 AM4 MicroATX),"¥22,980",unknown,https://www.dospara.co.jp/SBR1297/IC466998.html
2728,motherboard,ASUS  TUF GAMING B650E-PLUS WIFI (B650E AM5 ATX),"¥22,980",unknown,https://www.dospara.co.jp/SBR1739/IC528534.html
2747,motherboard,MSI  MPG B550 GAMING PLUS (B550 AM4 ATX),"¥22,980",unknown,https://www.dospara.co.jp/SBR1297/IC467018.html
2743,motherboard,ASUS  PRIME N100I-D D4-CSM (Intel N100 Mini-ITX),"¥23,980",unknown,https://www.dospara.co.jp/SBR468/IC510936.html
2749,motherboard,GIGABYTE  B850 GAMING X WIFI6E (B850 AM5 ATX) ドスパラ限定モデル,"¥24,800",unknown,https://www.dospara.co.jp/SBR1739/IC529553.html
2752,motherboard,ASUS  TUF GAMING B860M-PLUS WIFI (B860 1851 MicroATX) ドスパラ限定モデル,"¥25,980",unknown,https://www.dospara.co.jp/SBR1880/IC517886.html
2546,motherboard,ASRock  B650 Steel Legend WiFi (B650 AM5 ATX),"¥26,980",unknown,https://www.dospara.co.jp/SBR1739/IC500349.html
2726,motherboard,MSI  B850M GAMING PLUS WIFI6E (B850 AM5 MicroATX),"¥26,980",unknown,https://www.dospara.co.jp/SBR1739/IC542837.html
2748,motherboard,GIGABYTE  B850M AORUS ELITE WIFI7 ICE-P (B850 AM5 MicroATX),"¥29,800",unknown,https://www.dospara.co.jp/SBR1739/IC577008.html
2762,motherboard,ASRock  B850M Steel Legend WiFi (B850 AM5 MicroATX),"¥29,980",unknown,https://www.dospara.co.jp/SBR1739/IC517982.html
2759,motherboard,MSI  B850 GAMING PLUS WIFI6E (B850 AM5 ATX),"¥29,980",unknown,https://www.dospara.co.jp/SBR1739/IC542836.html
2721,motherboard,ASUS  TUF GAMING B850-E WIFI (B850 AM5 ATX) ドスパラ限定モデル,"¥30,980",unknown,https://www.dospara.co.jp/SBR1739/IC526340.html
2770,motherboard,GIGABYTE  B850 A ELITE WF7 ICE (B850 AM5 ATX),"¥31,480",unknown,https://www.dospara.co.jp/SBR1739/IC518860.html
2757,motherboard,ASRock  B850 Steel Legend WiFi (B850 AM5 ATX),"¥31,801",unknown,https://www.dospara.co.jp/SBR1739/IC517979.html
2744,motherboard,GIGABYTE  X870M AORUS ELITE WIFI7 ICE (X870 AM5 MicroATX),"¥33,597",unknown,https://www.dospara.co.jp/SBR1739/IC583472.html
2725,motherboard,GIGABYTE  Z890M FORCE DUO X WIFI7 (Z890 1851 MicroATX),"¥34,800",unknown,https://www.dospara.co.jp/SBR1880/IC616313.html
2775,motherboard,ASRock  X870 Livemixer WiFi (X870 AM5 ATX),"¥34,980",unknown,https://www.dospara.co.jp/SBR1739/IC548207.html
2718,motherboard,ASUS  X870 MAX GAMING WIFI7 W (X870 AM5 ATX) ドスパラ限定モデル,"¥34,980",unknown,https://www.dospara.co.jp/SBR1739/IC527521.html
2773,motherboard,GIGABYTE  X870M A ELITE WF7 (X870 AM5 MicroATX),"¥35,073",unknown,https://www.dospara.co.jp/SBR1739/IC610116.html
2756,motherboard,ASRock  B850I Lightning WiFi (B850 AM5 Mini-ITX),"¥35,100",unknown,https://www.dospara.co.jp/SBR1739/IC517984.html
2730,motherboard,ASRock  X870 Steel Legend WiFi (X870 AM5 ATX),"¥35,970",unknown,https://www.dospara.co.jp/SBR1739/IC511980.html
2768,motherboard,MSI  MAG B850M MORTAR WIFI (B850 AM5 MicroATX),"¥35,975",unknown,https://www.dospara.co.jp/SBR1739/IC525602.html
2767,motherboard,GIGABYTE  B850 AORUS STEALTH ICE (B850 AM5 ATX),"¥38,779",unknown,https://www.dospara.co.jp/SBR1739/IC583471.html
2734,motherboard,GIGABYTE  X870 AORUS ELITE X3D (X870 AM5 ATX) ドスパラ限定モデル,"¥39,800",unknown,https://www.dospara.co.jp/SBR1739/IC593363.html
2760,motherboard,ASUS  ROG STRIX B850-F GAMING WIFI (B850 AM5 ATX),"¥43,800",unknown,https://www.dospara.co.jp/SBR1739/IC517875.html
2745,motherboard,MSI  MAG B850 TOMAHAWK MAX WIFI (B850 AM5 ATX),"¥47,980",unknown,https://www.dospara.co.jp/SBR1739/IC520402.html
2765,motherboard,ASUS  TUF GAMING X870E-PLUS WIFI7 (X870E AM5 ATX),"¥49,980",unknown,https://www.dospara.co.jp/SBR1739/IC529328.html
2777,motherboard,GIGABYTE  X870E A ELITE X (X870E AM5 ATX),"¥54,800",unknown,https://www.dospara.co.jp/SBR1739/IC610114.html
2753,motherboard,MSI  MAG X870E TOMAHAWK WIFI (X870E AM5 ATX),"¥54,980",unknown,https://www.dospara.co.jp/SBR1739/IC520400.html
2735,motherboard,MSI  MAG X870E TOMAHAWK MAX WIFI PZ (X870E AM5 ATX),"¥55,800",unknown,https://www.dospara.co.jp/SBR1739/IC576513.html
2772,motherboard,MSI  MAG X870E TOMAHAWK MAX WIFI (X870E AM5 ATX),"¥57,660",unknown,https://www.dospara.co.jp/SBR1739/IC607243.html
2741,motherboard,MSI  MPG X870E EDGE TI WIFI (X870E AM5 ATX),"¥64,980",unknown,https://www.dospara.co.jp/SBR1739/IC520399.html
2758,motherboard,ASUS  ROG STRIX X870E-E GAMING WIFI (X870E AM5 ATX),"¥70,800",unknown,https://www.dospara.co.jp/SBR1739/IC518576.html
2740,motherboard,MSI  MSIxAMD スペシャルタッグ (9700X) 2026 (X870E-R9700X-16GB×2),"¥124,800",unknown,https://www.dospara.co.jp/SBR1739/IC614026.html
2769,motherboard,MSI  MEG X870E ACE MAX (X870E AM5 ATX),"¥128,000",unknown,https://www.dospara.co.jp/SBR1739/IC602361.html
