ID,パーツタイプ,名称,価格,在庫状態,URL
2894,storage,ADATA  ALEG-960-1TCS-DP (M.2 2280 1TB) ドスパラ限定モデル,"¥30,800",unknown,https://www.dospara.co.jp/SBR1144/IC497363.html
2874,storage,KIOXIA  EXCERIA PLUS G4 SSD-CK1.0N5PLG4J (M.2 2280 1TB),"¥30,862",unknown,https://www.dospara.co.jp/SBR1144/IC520063.html
2859,storage,Western Digital  WD Black SN7100 WDS100T4X0E (M.2 2280 1TB),"¥32,300",unknown,https://www.dospara.co.jp/SBR1144/IC520427.html
2910,storage,Western Digital  WD Red SN700 WDS500G1R0C (M.2 2280 500GB),"¥32,920",unknown,https://www.dospara.co.jp/SBR1144/IC476086.html
2898,storage,Western Digital  WD Blue SN5100 WDS100T5B0E (M.2 2280 1TB),"¥34,360",unknown,https://www.dospara.co.jp/SBR1144/IC563712.html
2914,storage,MSI  SPATIUM M560 PCIe 5.0 NVMe M.2 1TB (M.2 2280 1TB),"¥36,800",unknown,https://www.dospara.co.jp/SBR1144/IC522554.html
2886,storage,Crucial  BX500 CT2000BX500SSD1JP (2TB),"¥36,880",unknown,https://www.dospara.co.jp/SBR1416/IC465757.html
2925,storage,TOSHIBA  N300A08-HDWG780UZSVA (8TB),"¥37,800",unknown,https://www.dospara.co.jp/SBR1965/IC512652.html
2891,storage,AGI  AI818 AGI2T0G43AI818 (M.2 2280 2TB),"¥37,980",unknown,https://www.dospara.co.jp/SBR1144/IC613228.html
2876,storage,Crucial  T710 CT1000T710SSD8-JP (M.2 2280 1TB),"¥38,580",unknown,https://www.dospara.co.jp/SBR1144/IC529730.html
2858,storage,ADATA  SLEG-860-2000GCS-DP (M.2 2280 2TB) ドスパラ限定モデル,"¥38,800",unknown,https://www.dospara.co.jp/SBR1144/IC524294.html
2852,storage,ADATA  SMAR-980B-2TCS-DP (M.2 2280 2TB) ドスパラ限定モデル,"¥39,800",unknown,https://www.dospara.co.jp/SBR1144/IC525793.html
2860,storage,KIOXIA  EXCERIA BASIC SSD-CK2.0N4B/J (M.2 2280 2TB),"¥39,880",unknown,https://www.dospara.co.jp/SBR1144/IC581825.html
2887,storage,Western Digital  WD Black SN850X WDS100T2X0E (M.2 2280 1TB),"¥39,980",unknown,https://www.dospara.co.jp/SBR1144/IC482024.html
2902,storage,Western Digital  WD Blue SA510 WDS100T3B0A (1TB),"¥41,490",unknown,https://www.dospara.co.jp/SBR1416/IC480715.html
2881,storage,ADATA  SLEG-900P-2TCS-DP (M.2 2280 2TB) ドスパラ限定モデル,"¥41,800",unknown,https://www.dospara.co.jp/SBR1144/IC524291.html
2865,storage,Crucial  P310 CT2000P310SSD8-JP (M.2 2280 2TB),"¥41,800",unknown,https://www.dospara.co.jp/SBR1144/IC513405.html
2893,storage,GIGABYTE  AORUS 7000E AG470E1TB (M.2 2280 1TB),"¥41,800",unknown,https://www.dospara.co.jp/SBR1144/IC561880.html
2856,storage,ドスパラセレクト  PGX4-020TA1 (M.2 2280 2TB),"¥42,800",unknown,https://www.dospara.co.jp/SBR1144/IC594767.html
2890,storage,Western Digital  WD Black SN8100 WDS100T1X0M (M.2 2280 1TB),"¥43,500",unknown,https://www.dospara.co.jp/SBR1144/IC528919.html
2906,storage,Western Digital  WD Black SN770M WDS100T3X0G (M.2 2230 1TB),"¥43,530",unknown,https://www.dospara.co.jp/SBR1144/IC496865.html
2861,storage,KIOXIA  EXCERIA G3 SSD-CK2.0N5G3/J (M.2 2280 2TB),"¥43,880",unknown,https://www.dospara.co.jp/SBR1144/IC597370.html
2855,storage,Crucial  T500 CT2000T500SSD8JP (M.2 2280 2TB),"¥46,880",unknown,https://www.dospara.co.jp/SBR1144/IC497398.html
2868,storage,Crucial  T500 CT2000T500SSD5JP (M.2 2280 2TB ヒートシンク付),"¥47,980",unknown,https://www.dospara.co.jp/SBR1144/IC497400.html
2916,storage,GIGABYTE  AORUS 14000 AG514K1TB (M.2 2280 1TB),"¥50,800",unknown,https://www.dospara.co.jp/SBR1144/IC561878.html
2888,storage,KIOXIA  EXCERIA PLUS G4 SSD-CK2.0N5PLG4J (M.2 2280 2TB),"¥54,870",unknown,https://www.dospara.co.jp/SBR1144/IC520064.html
2897,storage,ADATA  SMAR-970PL-2TCS-DP (M.2 2280 2TB) ドスパラ限定モデル,"¥55,480",unknown,https://www.dospara.co.jp/SBR1144/IC586179.html
2879,storage,KIOXIA  EXCERIA PRO G2 SSD-CK2.0N5PRG2J (M.2 2280 2TB),"¥58,880",unknown,https://www.dospara.co.jp/SBR1144/IC597367.html
2885,storage,Crucial  BX500 CT4000BX500SSD1JP (4TB),"¥61,080",unknown,https://www.dospara.co.jp/SBR1416/IC505071.html
2873,storage,Crucial  T710 CT2000T710SSD8-JP (M.2 2280 2TB),"¥61,980",unknown,https://www.dospara.co.jp/SBR1144/IC529731.html
2872,storage,Western Digital  WD Black SN7100 WDS200T4X0E (M.2 2280 2TB),"¥65,700",unknown,https://www.dospara.co.jp/SBR1144/IC520428.html
2919,storage,MSI  SPATIUM M560 PCIe 5.0 NVMe M.2 2TB (M.2 2280 2TB),"¥66,480",unknown,https://www.dospara.co.jp/SBR1144/IC524224.html
2889,storage,Corsair  MP700 PRO XT CSSD-F20GBMP700PXNH (M.2 2280 2TB),"¥69,800",unknown,https://www.dospara.co.jp/SBR1144/IC577285.html
2548,storage,Western Digital  WD Black SN850X WDS200T2X0E (M.2 2280 2TB),"¥71,090",unknown,https://www.dospara.co.jp/SBR1144/IC482025.html
2918,storage,GIGABYTE  AORUS 14000 AG514K2TB (M.2 2280 2TB),"¥73,800",unknown,https://www.dospara.co.jp/SBR1144/IC561877.html
2883,storage,Samsung  990 EVO Plus MZ-V9S2T0B-IT (M.2 2280 2TB),"¥75,980",unknown,https://www.dospara.co.jp/SBR1144/IC516075.html
2909,storage,Western Digital  WD Blue SN5100 WDS200T5B0E (M.2 2280 2TB),"¥81,750",unknown,https://www.dospara.co.jp/SBR1144/IC563713.html
2875,storage,Samsung  990 PRO MZ-V9P2T0B-IT (M.2 2280 2TB),"¥96,980",unknown,https://www.dospara.co.jp/SBR1144/IC484405.html
2880,storage,ADATA  SMAR-980B-4TCS-DP (M.2 2280 4TB) ドスパラ限定モデル,"¥99,800",unknown,https://www.dospara.co.jp/SBR1144/IC525794.html
2867,storage,Western Digital  WD Black SN7100 WDS400T4X0E (M.2 2280 4TB),"¥99,800",unknown,https://www.dospara.co.jp/SBR1144/IC526729.html
2913,storage,Samsung  990 PRO with Heatsink MZ-V9P2T0G-IT (M.2 2280 2TB),"¥101,980",unknown,https://www.dospara.co.jp/SBR1144/IC491368.html
2900,storage,Western Digital  WD Black SN850X WDS200T2XHE (M.2 2280 2TB ヒートシンク付),"¥112,610",unknown,https://www.dospara.co.jp/SBR1144/IC482028.html
2901,storage,ADATA  ALEG-960-4TCS-DP (M.2 2280 4TB) ドスパラ限定モデル,"¥112,800",unknown,https://www.dospara.co.jp/SBR1144/IC497367.html
2896,storage,Western Digital  WD Black SN8100 WDS200T1X0M (M.2 2280 2TB),"¥116,380",unknown,https://www.dospara.co.jp/SBR1144/IC528920.html
2884,storage,Western Digital  WD Black SN850X WDS400T2X0E (M.2 2280 4TB),"¥125,840",unknown,https://www.dospara.co.jp/SBR1144/IC482026.html
2892,storage,Samsung  990 EVO Plus MZ-V9S4T0B-IT (M.2 2280 4TB),"¥151,980",unknown,https://www.dospara.co.jp/SBR1144/IC516076.html
2907,storage,Western Digital  WD Red SA500 WDS400T2R0A (4TB),"¥173,490",unknown,https://www.dospara.co.jp/SBR1416/IC503048.html
2915,storage,Western Digital  WD Black SN850X WDS400T2XHE (M.2 2280 4TB ヒートシンク付),"¥212,410",unknown,https://www.dospara.co.jp/SBR1144/IC512105.html
2912,storage,Western Digital  WD Black SN8100 WDS400T1X0M (M.2 2280 4TB),"¥225,810",unknown,https://www.dospara.co.jp/SBR1144/IC528921.html
2903,storage,Western Digital  WD Black SN850X WDS800T2X0E (M.2 2280 8TB),"¥416,640",unknown,https://www.dospara.co.jp/SBR1144/IC512104.html
2905,storage,Western Digital  WD Black SN8100 WDS800T1X0M (M.2 2280 8TB),"¥451,580",unknown,https://www.dospara.co.jp/SBR1144/IC579867.html
2911,storage,Western Digital  WD Black SN8100 WDS800T1XHM (M.2 2280 8TB ヒートシンク搭載),"¥455,670",unknown,https://www.dospara.co.jp/SBR1144/IC579872.html
